image,target,tx,ty,tz,rx,ry,rz
frame_00028.png,0,14.416181665475175,-1.273520980970757,13.679476364724518,0.1211925656374928,-0.6525124378314736,0.09398507045038051
frame_00063.png,0,8.71132137572312,-3.7103335635377546,33.33656976088307,0.2872482335688278,0.15804564084549808,-0.04191595986955348
frame_00064.png,0,8.811824931540942,-3.786509964503553,32.1163495664918,0.15373655753661153,0.7052349640736377,0.005440629633114128
frame_00065.png,0,8.973425718098996,-3.779156699632629,31.59308067905385,0.3166660220201081,0.4346087400502019,-0.03933637507150788
frame_00066.png,0,9.266722027772442,-3.8067595449324076,31.605482982268292,0.18920534713904794,0.6532213138173129,0.025018470559602844
frame_00067.png,0,8.873149264493048,-3.65529617641924,30.06348455853143,0.15495846484026865,0.6347031024575133,0.014784924492419317
frame_00068.png,0,8.924404921286834,-3.6760510291526214,30.083755829523366,0.1891164295376066,0.6438328334793966,-0.01897034717915803
frame_00069.png,0,8.709310138783476,-3.640904458538846,29.01793568032682,0.14143016928810406,0.731789541887037,0.0025055838000843825
frame_00070.png,0,8.595140647252585,-3.646029700189816,28.5184978906909,0.20600956416521354,0.7535926061855687,-0.009470631126367887
frame_00071.png,0,8.255320672579886,-3.604084602592246,27.298893146477717,0.2326993444080326,0.7609304626362496,0.0008417302327298735
frame_00072.png,0,8.023161331202681,-3.5561710255487293,26.361939750827226,0.17358521377854488,0.8257674025387111,0.016850053573012388
frame_00073.png,0,7.764852424334396,-3.493169137885299,25.317938321533823,0.09610302575845321,0.8666770967057935,0.038102292081836305
frame_00074.png,0,7.644488967519104,-3.519303281155081,24.95758705119781,0.3076270131091823,0.8440807398098651,-0.049731605564468984
frame_00075.png,0,7.455091056731508,-3.508285619814944,24.280544667565653,0.19789471404177025,0.8299071346571631,-0.006159427557794852
frame_00076.png,0,7.252352912223628,-3.5443892812432205,23.59895577045651,0.08203677921492752,0.8286436586927988,0.056545630450418306
frame_00077.png,0,6.560132556898193,-3.3189439695408067,21.816378705480634,0.09376911644356975,-0.14495932435824763,-0.0193683489005262
frame_00078.png,0,6.1023373606403295,-3.3108443275078416,21.76645956725685,0.11274224524574666,0.8172244916151012,0.04529957149079615
frame_00079.png,0,5.582424202128036,-3.2338914183778815,20.632626008543998,0.17926458317684502,0.8099793739060868,0.009141438890033653
frame_00080.png,0,5.3414695901456835,-3.1996288626193916,19.612441015537538,0.17963630383342225,0.8497418528304124,0.019515135531911032
frame_00081.png,0,4.787447348515523,-3.036745745127706,17.6801027314198,0.0405092634138756,-0.23525240638380052,-0.037632955438129015
frame_00082.png,0,4.690453660122737,-3.0616019669480083,17.22260156271997,0.10955933625621206,-0.21762954080331987,-0.020844610351463344
frame_00083.png,0,4.7586232262767245,-3.205722989695743,17.402153675251032,0.23023901301520236,0.8702535576036972,0.027878460133368997
frame_00084.png,0,4.120695058415725,-2.9476928532758957,15.161982404545212,0.005155204586785415,-0.26038178141272234,-0.033343792374926254
frame_00085.png,0,4.359688789943597,-3.1929115425320203,15.986391513271519,0.2140980802705146,0.8092878370150325,0.028674056345340954
frame_00086.png,0,3.658403207228002,-2.919378489923069,13.82052939448823,0.08490562306492433,-0.2560329587813742,-0.041576013253274174
frame_00087.png,0,3.369984566719437,-2.911927645652744,13.111177838427274,0.09527691634673859,-0.2421748127098346,-0.03680786723588164
frame_00088.png,0,2.9821378283909215,-2.886844454759488,12.495490083616568,0.09583513334908039,-0.2361104074760787,-0.04855546531610401
frame_00089.png,0,2.6459611935007823,-2.8533200818291324,11.511283344295293,0.08896516144180192,-0.25482145486568114,-0.056956749446073346
frame_00090.png,0,2.479019554822725,-2.8951446760539143,10.917064511036408,0.10331376112417519,-0.2534122414821922,-0.04182039263356245
frame_00091.png,0,2.2915724351056492,-2.8950070973695334,10.233242024266872,0.11828999449752989,-0.21568850661655736,-0.040571801363674165
frame_00092.png,0,2.157463808758863,-2.9129041133037816,9.74811938861931,0.13494641338632696,-0.17458173649271264,-0.04210230515494393
frame_00093.png,0,2.3143733277367953,-3.157320138461841,10.569512446270698,-0.3090864549430559,0.1916215707606951,0.07787852154998366
frame_00094.png,0,1.9679605748087874,-2.7663166597788553,9.450415835923314,1.124988689082124,0.3507240751304888,-0.1556520595916771
frame_00095.png,0,1.9870866906900255,-2.733395853940943,9.179112455270712,-0.8473725760384389,0.23845763091177075,0.17763858766240379
frame_00096.png,0,1.9019643849506513,-2.7430612932008254,9.150039927251369,-1.071862851258895,0.13846038756797313,0.14676471672071986
